Customer_ID,Num_Bank_Accounts,Num_Credit_Card,Type_of_Loan,Credit_History_Age,Account_ID
CUS_0xb052,4,4,"Student Loan, Personal Loan, Auto Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, and Not Specified",19 Years and 7 Months,250
CUS_0x7c34,7,3,"Personal Loan, Mortgage Loan, Not Specified, and Payday Loan",25 Years and 9 Months,251
CUS_0x4256,2,3,"Auto Loan, and Student Loan",18 Years and 11 Months,252
CUS_0x4f04,8,4,Payday Loan,28 Years and 10 Months,253
CUS_0x41b7,8,5,"Mortgage Loan, Payday Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, and Personal Loan",8 Years and 5 Months,254
CUS_0x9095,4,5,"Auto Loan, and Personal Loan",27 Years and 4 Months,255
CUS_0xa05f,2,3,"Mortgage Loan, Student Loan, Debt Consolidation Loan, and Student Loan",32 Years and 8 Months,256
CUS_0x309d,6,5,"Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, and Student Loan",5 Years and 11 Months,257
CUS_0xa522,4,4,"Home Equity Loan, Mortgage Loan, and Student Loan",,258
CUS_0x8a6e,4,4,Home Equity Loan,28 Years and 4 Months,259
CUS_0x77d1,1,7,,,260
CUS_0xde6,5,3,"Credit-Builder Loan, and Not Specified",19 Years and 3 Months,261
CUS_0xa672,7,9,"Auto Loan, Credit-Builder Loan, Home Equity Loan, Not Specified, Student Loan, Payday Loan, Home Equity Loan, Auto Loan, and Student Loan",0 Years and 1 Months,262
CUS_0x8caf,8,3,"Payday Loan, Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, Payday Loan, Student Loan, and Personal Loan",17 Years and 10 Months,263
CUS_0x4655,6,7,,27 Years and 5 Months,264
CUS_0x25aa,6,4,"Student Loan, Debt Consolidation Loan, and Payday Loan",9 Years and 4 Months,265
CUS_0xbd08,2,184,,32 Years and 9 Months,266
CUS_0x6b44,5,4,"Home Equity Loan, Mortgage Loan, Mortgage Loan, Not Specified, and Student Loan",16 Years and 2 Months,267
CUS_0x7517,8,7,"Auto Loan, Home Equity Loan, Auto Loan, Home Equity Loan, and Payday Loan",13 Years and 7 Months,268
CUS_0x5228,10,5,"Not Specified, Payday Loan, Mortgage Loan, Not Specified, Payday Loan, Home Equity Loan, and Debt Consolidation Loan",13 Years and 4 Months,269
CUS_0x2e6e,8,5,"Credit-Builder Loan, Mortgage Loan, and Auto Loan",,270
CUS_0x280b,1,7,"Payday Loan, and Auto Loan",30 Years and 7 Months,271
CUS_0x51b4,8,10,"Credit-Builder Loan, Auto Loan, Home Equity Loan, Not Specified, Debt Consolidation Loan, and Student Loan",8 Years and 5 Months,272
CUS_0xa1d6,6,5,"Personal Loan, Not Specified, Personal Loan, Personal Loan, Credit-Builder Loan, and Debt Consolidation Loan",12 Years and 7 Months,273
CUS_0x8b12,3,4,"Payday Loan, Home Equity Loan, Debt Consolidation Loan, and Student Loan",16 Years and 5 Months,274
CUS_0xa459,744,10,"Not Specified, and Debt Consolidation Loan",11 Years and 10 Months,275
CUS_0xf23,5,7,"Credit-Builder Loan, and Auto Loan",24 Years and 11 Months,276
CUS_0x7cfc,3,5,Not Specified,26 Years and 10 Months,277
CUS_0x728f,1,5,"Personal Loan, Mortgage Loan, Not Specified, and Home Equity Loan",16 Years and 4 Months,278
CUS_0xd05,3,2,Mortgage Loan,29 Years and 5 Months,279
CUS_0x3cf7,8,5,"Mortgage Loan, Not Specified, Credit-Builder Loan, Auto Loan, Payday Loan, Credit-Builder Loan, Home Equity Loan, Debt Consolidation Loan, and Mortgage Loan",7 Years and 8 Months,280
CUS_0xa71a,7,8,"Home Equity Loan, and Credit-Builder Loan",10 Years and 5 Months,281
CUS_0x32ce,8,7,"Personal Loan, Credit-Builder Loan, Student Loan, Student Loan, Credit-Builder Loan, Student Loan, and Home Equity Loan",5 Years and 5 Months,282
CUS_0x9b4c,8,7,"Credit-Builder Loan, Not Specified, Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, Student Loan, Auto Loan, Student Loan, and Mortgage Loan",5 Years and 7 Months,283
CUS_0x4330,8,5,"Student Loan, Home Equity Loan, Payday Loan, and Home Equity Loan",28 Years and 3 Months,284
CUS_0xf59,4,2,Mortgage Loan,29 Years and 7 Months,285
CUS_0x9a58,8,3,"Mortgage Loan, Home Equity Loan, Home Equity Loan, and Mortgage Loan",18 Years and 3 Months,286
CUS_0x409e,6,3,"Payday Loan, Auto Loan, Personal Loan, and Credit-Builder Loan",22 Years and 2 Months,287
CUS_0x532d,5,3,"Mortgage Loan, Mortgage Loan, Mortgage Loan, and Credit-Builder Loan",31 Years and 5 Months,288
CUS_0xadb7,10,5,"Mortgage Loan, Student Loan, Auto Loan, Student Loan, Not Specified, Mortgage Loan, and Student Loan",0 Years and 1 Months,289
CUS_0xa9ca,7,9,"Personal Loan, Payday Loan, Home Equity Loan, Payday Loan, Mortgage Loan, and Credit-Builder Loan",17 Years and 4 Months,290
CUS_0x69a9,5,7,"Auto Loan, Auto Loan, Student Loan, and Credit-Builder Loan",10 Years and 10 Months,291
CUS_0x7dfb,10,6,"Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, Payday Loan, Payday Loan, and Student Loan",10 Years and 2 Months,292
CUS_0x479,4,5,"Payday Loan, Debt Consolidation Loan, Not Specified, and Personal Loan",11 Years and 9 Months,293
CUS_0x3b5d,5,4,Debt Consolidation Loan,7 Years and 3 Months,294
CUS_0x9167,2,6,"Auto Loan, Mortgage Loan, Credit-Builder Loan, and Home Equity Loan",21 Years and 1 Months,295
CUS_0x4a5b,8,6,"Home Equity Loan, Not Specified, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Mortgage Loan",12 Years and 8 Months,296
CUS_0xfdd,6,4,"Mortgage Loan, Personal Loan, Mortgage Loan, Mortgage Loan, Payday Loan, Home Equity Loan, and Debt Consolidation Loan",7 Years and 1 Months,297
CUS_0x4883,5,5,"Auto Loan, and Student Loan",21 Years and 5 Months,298
CUS_0x6387,8,4,"Payday Loan, and Debt Consolidation Loan",26 Years and 3 Months,299
CUS_0xd83,9,6,"Debt Consolidation Loan, Mortgage Loan, Student Loan, Auto Loan, and Payday Loan",9 Years and 8 Months,300
CUS_0x3ce3,5,3,,18 Years and 2 Months,301
CUS_0xa706,6,6,Not Specified,26 Years and 2 Months,302
CUS_0x9983,8,6,"Student Loan, Not Specified, Home Equity Loan, Not Specified, Personal Loan, and Personal Loan",3 Years and 1 Months,303
CUS_0x2877,4,4,"Student Loan, and Auto Loan",13 Years and 2 Months,304
CUS_0x1df1,1,5,"Payday Loan, Credit-Builder Loan, Auto Loan, and Personal Loan",15 Years and 7 Months,305
CUS_0x4223,8,7,"Home Equity Loan, Auto Loan, Personal Loan, Auto Loan, Mortgage Loan, Mortgage Loan, Personal Loan, and Home Equity Loan",4 Years and 5 Months,306
CUS_0x3f47,8,5,"Student Loan, Student Loan, Mortgage Loan, Payday Loan, Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan",,307
CUS_0x86b,9,5,"Personal Loan, Personal Loan, Auto Loan, Debt Consolidation Loan, Mortgage Loan, Auto Loan, and Personal Loan",,308
CUS_0x98f9,3,6,"Personal Loan, and Student Loan",8 Years and 10 Months,309
CUS_0x46eb,8,10,"Home Equity Loan, Auto Loan, Personal Loan, Personal Loan, Mortgage Loan, Auto Loan, Debt Consolidation Loan, and Personal Loan",1 Years and 5 Months,310
CUS_0x1863,4,6,"Student Loan, Credit-Builder Loan, and Credit-Builder Loan",22 Years and 4 Months,311
CUS_0x481f,7,5,"Auto Loan, Credit-Builder Loan, Home Equity Loan, Debt Consolidation Loan, Mortgage Loan, Home Equity Loan, Auto Loan, and Not Specified",14 Years and 10 Months,312
CUS_0x79b,3,6,,15 Years and 11 Months,313
CUS_0xbf19,3,5,"Personal Loan, Mortgage Loan, Student Loan, Personal Loan, Debt Consolidation Loan, Mortgage Loan, and Debt Consolidation Loan",5 Years and 1 Months,314
CUS_0xa501,6,4,"Home Equity Loan, Student Loan, and Credit-Builder Loan",5 Years and 9 Months,315
CUS_0x2602,9,7,"Auto Loan, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, and Home Equity Loan",13 Years and 4 Months,316
CUS_0x96e,4,4,,19 Years and 11 Months,317
CUS_0x864a,5,7,"Payday Loan, and Auto Loan",32 Years and 1 Months,318
CUS_0x56d1,0,5,Student Loan,16 Years and 2 Months,319
CUS_0xae0e,4,5,,20 Years and 7 Months,320
CUS_0x3b3f,8,5,"Not Specified, Not Specified, Home Equity Loan, and Student Loan",28 Years and 1 Months,321
CUS_0x9bc4,4,4,"Personal Loan, Credit-Builder Loan, Not Specified, and Debt Consolidation Loan",29 Years and 11 Months,322
CUS_0x62a4,3,6,Credit-Builder Loan,22 Years and 7 Months,323
CUS_0x4c77,6,6,"Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Home Equity Loan, Credit-Builder Loan, Payday Loan, and Mortgage Loan",3 Years and 3 Months,324
CUS_0x62f0,4,6,"Student Loan, and Student Loan",18 Years and 5 Months,325
CUS_0x342a,8,6,"Payday Loan, Debt Consolidation Loan, and Not Specified",25 Years and 3 Months,326
CUS_0x7597,6,5,"Student Loan, Not Specified, Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, Home Equity Loan, Payday Loan, Mortgage Loan, and Not Specified",6 Years and 3 Months,327
CUS_0xbb6e,5,6,"Not Specified, and Not Specified",26 Years and 9 Months,328
CUS_0x7c55,9,7,"Payday Loan, Student Loan, Auto Loan, Mortgage Loan, Auto Loan, Payday Loan, Mortgage Loan, and Payday Loan",13 Years and 2 Months,329
CUS_0xa835,5,4,"Credit-Builder Loan, and Not Specified",19 Years and 10 Months,330
CUS_0x467f,8,10,"Not Specified, Payday Loan, Mortgage Loan, Credit-Builder Loan, Personal Loan, Payday Loan, Debt Consolidation Loan, and Payday Loan",10 Years and 7 Months,331
CUS_0x7590,7,6,"Mortgage Loan, Student Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Personal Loan, and Home Equity Loan",12 Years and 1 Months,332
CUS_0x515a,5,3,"Payday Loan, Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, and Personal Loan",12 Years and 3 Months,333
CUS_0x114a,0,7,"Student Loan, and Home Equity Loan",15 Years and 2 Months,334
CUS_0x49dd,8,5,"Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, and Not Specified",,335
CUS_0x6346,5,1,Personal Loan,,336
CUS_0x481c,4,3,"Credit-Builder Loan, Personal Loan, and Home Equity Loan",11 Years and 3 Months,337
CUS_0xa1ea,8,3,,19 Years and 5 Months,338
CUS_0x70b2,1,5,"Mortgage Loan, and Mortgage Loan",29 Years and 5 Months,339
CUS_0xc365,8,7,"Auto Loan, and Home Equity Loan",18 Years and 2 Months,340
CUS_0x8efa,3,1,"Credit-Builder Loan, and Credit-Builder Loan",29 Years and 1 Months,341
CUS_0x9783,4,6,"Student Loan, Auto Loan, and Payday Loan",19 Years and 11 Months,342
CUS_0x6a17,7,7,"Mortgage Loan, Payday Loan, Payday Loan, Mortgage Loan, Home Equity Loan, Personal Loan, Not Specified, Credit-Builder Loan, and Student Loan",10 Years and 2 Months,343
CUS_0x8c03,4,5,,16 Years and 2 Months,344
CUS_0xadf6,10,7,"Not Specified, Payday Loan, Not Specified, Home Equity Loan, and Auto Loan",10 Years and 9 Months,345
CUS_0xa166,9,5,"Not Specified, Auto Loan, Home Equity Loan, Payday Loan, Mortgage Loan, Student Loan, Student Loan, Auto Loan, and Auto Loan",15 Years and 3 Months,346
CUS_0x7d27,0,5,,25 Years and 3 Months,347
CUS_0x5698,4,7,"Mortgage Loan, Not Specified, Not Specified, Payday Loan, Not Specified, and Student Loan",7 Years and 1 Months,348
CUS_0x51e,3,3,,25 Years and 5 Months,349
CUS_0xab3b,4,7,,27 Years and 10 Months,350
CUS_0xf43,8,7,"Student Loan, Home Equity Loan, Personal Loan, Personal Loan, Debt Consolidation Loan, and Debt Consolidation Loan",12 Years and 8 Months,351
CUS_0x345b,4,7,"Credit-Builder Loan, Student Loan, Credit-Builder Loan, and Home Equity Loan",14 Years and 2 Months,352
CUS_0x4c34,3,5,Payday Loan,25 Years and 3 Months,353
CUS_0x3d51,6,4,,26 Years and 1 Months,354
CUS_0x9fff,4,3,Home Equity Loan,21 Years and 10 Months,355
CUS_0xa41e,6,6,"Mortgage Loan, Student Loan, Mortgage Loan, and Payday Loan",17 Years and 7 Months,356
CUS_0x797d,4,4,Payday Loan,20 Years and 11 Months,357
CUS_0x9c4,9,8,"Student Loan, Personal Loan, and Debt Consolidation Loan",8 Years and 3 Months,358
CUS_0x9d0d,6,5,"Personal Loan, Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, Personal Loan, and Home Equity Loan",12 Years and 7 Months,359
CUS_0x602d,7,5,"Payday Loan, Auto Loan, Mortgage Loan, Auto Loan, Debt Consolidation Loan, Not Specified, Not Specified, Student Loan, and Student Loan",0 Years and 10 Months,360
CUS_0x63dd,10,6,"Personal Loan, Payday Loan, Student Loan, and Student Loan",19 Years and 5 Months,361
CUS_0x3f27,0,4,"Mortgage Loan, and Home Equity Loan",24 Years and 1 Months,362
CUS_0x67ff,8,8,"Auto Loan, Payday Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, and Auto Loan",,363
CUS_0xc247,1651,4,"Not Specified, and Auto Loan",24 Years and 9 Months,364
CUS_0xc723,7,5,"Home Equity Loan, Mortgage Loan, and Mortgage Loan",13 Years and 9 Months,365
CUS_0xa213,7,10,"Home Equity Loan, and Personal Loan",16 Years and 8 Months,366
CUS_0x6065,1,3,,29 Years and 11 Months,367
CUS_0x7f61,7,4,"Credit-Builder Loan, and Payday Loan",,368
CUS_0xb563,6,6,Debt Consolidation Loan,27 Years and 4 Months,369
CUS_0x47b2,6,5,"Personal Loan, and Payday Loan",16 Years and 10 Months,370
CUS_0x9338,5,3,"Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, and Personal Loan",25 Years and 2 Months,371
CUS_0x6102,5,6,"Not Specified, Home Equity Loan, Auto Loan, and Payday Loan",18 Years and 2 Months,372
CUS_0x5794,6,8,"Mortgage Loan, Credit-Builder Loan, Home Equity Loan, Student Loan, and Auto Loan",4 Years and 4 Months,373
CUS_0xa560,1,3,,27 Years and 4 Months,374
CUS_0x7fe3,6,6,"Not Specified, Payday Loan, Auto Loan, and Payday Loan",6 Years and 5 Months,375
CUS_0x4c3e,4,4,,26 Years and 1 Months,376
CUS_0x41e4,5,3,,19 Years and 3 Months,377
CUS_0x2484,3,4,"Personal Loan, Auto Loan, Debt Consolidation Loan, and Payday Loan",6 Years and 5 Months,378
CUS_0xb560,7,4,"Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",31 Years and 3 Months,379
CUS_0x4e8b,7,6,,27 Years and 5 Months,380
CUS_0x8b96,6,7,"Home Equity Loan, Mortgage Loan, Mortgage Loan, Not Specified, Not Specified, and Mortgage Loan",3 Years and 11 Months,381
CUS_0x9b60,3,4,"Credit-Builder Loan, Student Loan, Auto Loan, and Personal Loan",,382
CUS_0xaf23,10,6,"Not Specified, Personal Loan, Credit-Builder Loan, Home Equity Loan, Student Loan, Not Specified, Credit-Builder Loan, Personal Loan, and Personal Loan",10 Years and 5 Months,383
CUS_0xbda2,87,2,"Debt Consolidation Loan, Mortgage Loan, Not Specified, and Not Specified",,384
CUS_0x82cc,8,8,"Credit-Builder Loan, Home Equity Loan, Personal Loan, Student Loan, Credit-Builder Loan, Personal Loan, Student Loan, Auto Loan, and Debt Consolidation Loan",1 Years and 3 Months,385
CUS_0x7812,3,3,"Personal Loan, Student Loan, Debt Consolidation Loan, and Not Specified",17 Years and 4 Months,386
CUS_0xc23d,1,7,Personal Loan,,387
CUS_0x93bb,8,5,"Not Specified, Personal Loan, and Payday Loan",14 Years and 7 Months,388
CUS_0x46e6,9,7,"Not Specified, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Not Specified, Home Equity Loan, Personal Loan, and Debt Consolidation Loan",7 Years and 9 Months,389
CUS_0x5ccb,0,4,"Student Loan, and Credit-Builder Loan",18 Years and 4 Months,390
CUS_0x3ca6,8,7,"Credit-Builder Loan, Credit-Builder Loan, and Auto Loan",22 Years and 3 Months,391
CUS_0xc081,6,1038,"Personal Loan, and Home Equity Loan",13 Years and 3 Months,392
CUS_0x6345,6,5,"Credit-Builder Loan, Auto Loan, Debt Consolidation Loan, Auto Loan, Personal Loan, and Mortgage Loan",9 Years and 3 Months,393
CUS_0xc6bb,10,6,"Credit-Builder Loan, Student Loan, Debt Consolidation Loan, Credit-Builder Loan, Student Loan, Not Specified, Personal Loan, Payday Loan, and Home Equity Loan",10 Years and 2 Months,394
CUS_0x683,6,39,"Student Loan, Personal Loan, Not Specified, Payday Loan, Debt Consolidation Loan, and Debt Consolidation Loan",19 Years and 5 Months,395
CUS_0x20e0,5,5,"Credit-Builder Loan, Student Loan, Not Specified, Personal Loan, Payday Loan, and Payday Loan",6 Years and 9 Months,396
CUS_0x3af5,8,10,"Personal Loan, Payday Loan, Payday Loan, Payday Loan, Payday Loan, Credit-Builder Loan, Mortgage Loan, and Personal Loan",11 Years and 8 Months,397
CUS_0xa9e3,10,6,"Payday Loan, Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, Credit-Builder Loan, and Payday Loan",18 Years and 7 Months,398
CUS_0x3fa8,4,6,"Student Loan, Personal Loan, and Auto Loan",28 Years and 4 Months,399
CUS_0x791e,8,6,"Auto Loan, Student Loan, and Not Specified",10 Years and 10 Months,400
CUS_0x9953,8,9,"Credit-Builder Loan, and Payday Loan",,401
CUS_0xaf1b,6,9,"Personal Loan, Student Loan, Personal Loan, Student Loan, Home Equity Loan, Not Specified, Home Equity Loan, and Personal Loan",14 Years and 5 Months,402
CUS_0x8153,1,4,,31 Years and 11 Months,403
CUS_0x51b,450,5,,19 Years and 1 Months,404
CUS_0x2b8e,5,5,"Payday Loan, Credit-Builder Loan, Student Loan, and Debt Consolidation Loan",17 Years and 3 Months,405
CUS_0x264c,5,5,"Auto Loan, and Debt Consolidation Loan",15 Years and 10 Months,406
CUS_0x2e31,9,8,"Student Loan, Personal Loan, Home Equity Loan, Student Loan, Debt Consolidation Loan, Auto Loan, Student Loan, and Debt Consolidation Loan",13 Years and 1 Months,407
CUS_0x4f13,3,4,"Credit-Builder Loan, and Personal Loan",24 Years and 5 Months,408
CUS_0x9eec,2,3,,28 Years and 3 Months,409
CUS_0x5fbf,10,6,"Auto Loan, Payday Loan, Student Loan, Mortgage Loan, Payday Loan, Home Equity Loan, and Home Equity Loan",7 Years and 11 Months,410
CUS_0x4c1e,4,3,"Credit-Builder Loan, and Debt Consolidation Loan",7 Years and 7 Months,411
CUS_0xaac3,4,7,"Debt Consolidation Loan, Auto Loan, Payday Loan, and Debt Consolidation Loan",,412
CUS_0x2041,4,6,"Personal Loan, and Student Loan",27 Years and 7 Months,413
CUS_0xc5d6,8,9,"Mortgage Loan, Home Equity Loan, Auto Loan, Not Specified, Personal Loan, Mortgage Loan, and Debt Consolidation Loan",17 Years and 9 Months,414
CUS_0x7b15,5,6,"Personal Loan, and Personal Loan",21 Years and 9 Months,415
CUS_0x80b1,7,4,"Personal Loan, Student Loan, Debt Consolidation Loan, Mortgage Loan, and Payday Loan",12 Years and 4 Months,416
CUS_0xa6e4,6,9,"Payday Loan, Credit-Builder Loan, and Student Loan",10 Years and 8 Months,417
CUS_0x942a,5,2,"Personal Loan, Not Specified, and Credit-Builder Loan",27 Years and 3 Months,418
CUS_0xe94,0,2,,18 Years and 10 Months,419
CUS_0x5d7e,7,8,"Student Loan, Student Loan, Payday Loan, Student Loan, Home Equity Loan, Debt Consolidation Loan, Home Equity Loan, Credit-Builder Loan, and Mortgage Loan",11 Years and 8 Months,420
CUS_0x3474,4,4,Payday Loan,,421
CUS_0xad9d,2,4,,25 Years and 10 Months,422
CUS_0x9776,8,3,"Student Loan, Credit-Builder Loan, and Not Specified",20 Years and 5 Months,423
CUS_0x6632,2,6,"Not Specified, and Credit-Builder Loan",17 Years and 11 Months,424
CUS_0x6d4,5,7,"Mortgage Loan, Personal Loan, and Credit-Builder Loan",17 Years and 9 Months,425
CUS_0x2db7,5,5,"Credit-Builder Loan, and Student Loan",26 Years and 4 Months,426
CUS_0x4bdf,4,7,"Mortgage Loan, and Debt Consolidation Loan",24 Years and 8 Months,427
CUS_0x3ba2,7,7,"Credit-Builder Loan, Personal Loan, Student Loan, and Mortgage Loan",15 Years and 5 Months,428
CUS_0x4d26,6,142,"Debt Consolidation Loan, Credit-Builder Loan, and Mortgage Loan",7 Years and 9 Months,429
CUS_0x247e,1,2,Auto Loan,31 Years and 1 Months,430
CUS_0x3d41,1,5,"Debt Consolidation Loan, Payday Loan, Payday Loan, and Personal Loan",31 Years and 2 Months,431
CUS_0x438b,9,7,"Personal Loan, Home Equity Loan, Mortgage Loan, Payday Loan, Mortgage Loan, and Credit-Builder Loan",,432
CUS_0xa9a9,5,4,,8 Years and 1 Months,433
CUS_0x68c8,7,7,,29 Years and 4 Months,434
CUS_0x7799,3,3,"Debt Consolidation Loan, Student Loan, Student Loan, and Home Equity Loan",,435
CUS_0x7888,5,6,"Credit-Builder Loan, and Not Specified",22 Years and 7 Months,436
CUS_0x1d3e,0,5,,15 Years and 3 Months,437
CUS_0xa83a,1,6,Not Specified,18 Years and 5 Months,438
CUS_0x43c6,7,7,Credit-Builder Loan,29 Years and 4 Months,439
CUS_0x534a,3,5,,30 Years and 8 Months,440
CUS_0x8d4f,6,5,"Personal Loan, Auto Loan, and Debt Consolidation Loan",18 Years and 10 Months,441
CUS_0xa45d,3,3,"Credit-Builder Loan, Mortgage Loan, Home Equity Loan, Payday Loan, and Not Specified",12 Years and 1 Months,442
CUS_0x7f32,3,6,"Personal Loan, Student Loan, Payday Loan, and Student Loan",17 Years and 1 Months,443
CUS_0x303a,2,6,"Credit-Builder Loan, Home Equity Loan, and Payday Loan",25 Years and 5 Months,444
CUS_0x8a5c,7,5,"Student Loan, Payday Loan, Credit-Builder Loan, Home Equity Loan, Personal Loan, Credit-Builder Loan, and Student Loan",6 Years and 4 Months,445
CUS_0x36d5,8,5,,18 Years and 10 Months,446
CUS_0x5155,6,10,"Debt Consolidation Loan, Home Equity Loan, Auto Loan, Payday Loan, Debt Consolidation Loan, Mortgage Loan, Personal Loan, and Payday Loan",7 Years and 11 Months,447
CUS_0x1e6b,9,8,"Not Specified, Credit-Builder Loan, Student Loan, Credit-Builder Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Not Specified",1 Years and 9 Months,448
CUS_0x6514,6,7,"Personal Loan, Not Specified, Personal Loan, Auto Loan, Personal Loan, Payday Loan, Auto Loan, Home Equity Loan, and Mortgage Loan",9 Years and 1 Months,449
